Open time,BTCUSDT,ETHUSDT
2021-07-12 00:00:00+00:00,33086.63,2031.58
2021-07-13 00:00:00+00:00,32729.77,1940.15
2021-07-14 00:00:00+00:00,32820.02,1994.58
2021-07-15 00:00:00+00:00,31880.0,1919.51
2021-07-16 00:00:00+00:00,31383.87,1876.26
2021-07-17 00:00:00+00:00,31520.07,1899.59
2021-07-18 00:00:00+00:00,31778.56,1891.64
2021-07-19 00:00:00+00:00,30839.65,1818.73
2021-07-20 00:00:00+00:00,29790.35,1786.03
2021-07-21 00:00:00+00:00,32144.51,1995.5
2021-07-22 00:00:00+00:00,32287.83,2024.56
2021-07-23 00:00:00+00:00,33634.09,2124.25
2021-07-24 00:00:00+00:00,34258.14,2184.75
2021-07-25 00:00:00+00:00,35381.02,2189.79
2021-07-26 00:00:00+00:00,37237.6,2228.08
2021-07-27 00:00:00+00:00,39457.87,2299.49
2021-07-28 00:00:00+00:00,40019.56,2300.9
2021-07-29 00:00:00+00:00,40016.48,2382.92
2021-07-30 00:00:00+00:00,42206.37,2461.81
2021-07-31 00:00:00+00:00,41461.83,2531.05
2021-08-01 00:00:00+00:00,39845.44,2555.69
2021-08-02 00:00:00+00:00,39147.82,2606.93
2021-08-03 00:00:00+00:00,38207.05,2509.04
2021-08-04 00:00:00+00:00,39723.18,2724.78
2021-08-05 00:00:00+00:00,40862.46,2826.99
2021-08-06 00:00:00+00:00,42836.87,2891.58
2021-08-07 00:00:00+00:00,44572.54,3160.31
2021-08-08 00:00:00+00:00,43794.37,3011.85
2021-08-09 00:00:00+00:00,46253.4,3160.52
2021-08-10 00:00:00+00:00,45584.99,3141.66
2021-08-11 00:00:00+00:00,45511.0,3160.5
2021-08-12 00:00:00+00:00,44399.0,3045.96
2021-08-13 00:00:00+00:00,47800.0,3322.32
2021-08-14 00:00:00+00:00,47068.51,3263.16
2021-08-15 00:00:00+00:00,46973.82,3307.09
2021-08-16 00:00:00+00:00,45901.29,3146.53
2021-08-17 00:00:00+00:00,44695.95,3011.72
2021-08-18 00:00:00+00:00,44705.29,3014.55
2021-08-19 00:00:00+00:00,46760.62,3184.12
2021-08-20 00:00:00+00:00,49322.47,3284.82
2021-08-21 00:00:00+00:00,48821.87,3223.43
2021-08-22 00:00:00+00:00,49239.22,3238.0
2021-08-23 00:00:00+00:00,49488.85,3321.28
2021-08-24 00:00:00+00:00,47674.01,3170.62
2021-08-25 00:00:00+00:00,48973.32,3226.87
2021-08-26 00:00:00+00:00,46843.87,3093.2
2021-08-27 00:00:00+00:00,49069.9,3273.45
2021-08-28 00:00:00+00:00,48895.35,3244.48
2021-08-29 00:00:00+00:00,48767.83,3223.47
2021-08-30 00:00:00+00:00,46982.91,3229.64
2021-08-31 00:00:00+00:00,47100.89,3429.2
2021-09-01 00:00:00+00:00,48810.52,3826.82
2021-09-02 00:00:00+00:00,49246.64,3785.82
2021-09-03 00:00:00+00:00,49999.14,3938.11
2021-09-04 00:00:00+00:00,49915.64,3885.52
2021-09-05 00:00:00+00:00,51756.88,3950.29
2021-09-06 00:00:00+00:00,52663.9,3926.77
2021-09-07 00:00:00+00:00,46863.73,3434.57
2021-09-08 00:00:00+00:00,46048.31,3499.0
2021-09-09 00:00:00+00:00,46395.14,3424.93
2021-09-10 00:00:00+00:00,44850.91,3208.86
2021-09-11 00:00:00+00:00,45173.69,3267.21
2021-09-12 00:00:00+00:00,46025.24,3404.21
2021-09-13 00:00:00+00:00,44940.73,3285.35
2021-09-14 00:00:00+00:00,47111.52,3434.37
2021-09-15 00:00:00+00:00,48121.41,3613.55
2021-09-16 00:00:00+00:00,47737.82,3567.98
2021-09-17 00:00:00+00:00,47299.98,3399.81
2021-09-18 00:00:00+00:00,48292.74,3435.64
2021-09-19 00:00:00+00:00,47241.75,3328.62
2021-09-20 00:00:00+00:00,43015.62,2977.28
2021-09-21 00:00:00+00:00,40734.38,2765.9
2021-09-22 00:00:00+00:00,43543.61,3076.92
2021-09-23 00:00:00+00:00,44865.26,3152.5
2021-09-24 00:00:00+00:00,42810.57,2928.53
2021-09-25 00:00:00+00:00,42670.64,2921.73
2021-09-26 00:00:00+00:00,43160.9,3059.37
2021-09-27 00:00:00+00:00,42147.35,2925.59
2021-09-28 00:00:00+00:00,41026.54,2804.91
2021-09-29 00:00:00+00:00,41524.28,2850.45
2021-09-30 00:00:00+00:00,43824.1,3000.61
2021-10-01 00:00:00+00:00,48141.61,3309.91
